name,ratings,date,helpful,comment,developer_comment
지원심,5,2020-06-11,1,제대로 청소 해주셔서 감사합니다 . 묵은때가 싹 내려간 기분이에요 어쩜 제가 말씀드린 부분을 100% 완벽하게 청소 해주시는지 ㅠ 부모님 왔다가신줄 알았어요 . 꼼꼼히 해주시는것도 그리고 간간히 생활 꿀팁도 알려주시고 . 확실히 청소 전문가라 서비스가 남다르네요 처음 청소 업체 이용해본건데 대만족이고요 정기적으로 이용해볼까 심히 고려중입니다 . 요번에 이정도 금액에 이정도 퀄리티로 청소 받아보니까 이런 어플 다시보게 되네요 ^^,"Miso, Inc.2020년 6월 12일안녕하세요, 지원심 고객님. 부모님의 손길같은 서비스, 미소 입니다. :) 저희 미소 서비스를 이용해 주셔서 감사합니다. 정기 서비스를 고려하실 정도로 마음에 드셨다고 하시니, 더 좋은 서비스로 찾아뵙고 싶습니다. 앞으로도 번거로운 청소일은 미소에 맡기시고, 가족들과 여가와 행복을 즐기면서 미소 지으시는 일만 가득하길 바랍니다. 또한, 정기 서비스가 일회성 서비스보다 저렴하니, 정기 서비스 이용을 고려해주시길 부탁 드립니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. :) 감사합니다 ^_^"
서진호,5,2020-06-15,0,청소로 자주 싸우다보니까 이용하게 된게 계기네요 윗집에서 괜찮다고 추천 해주셔서 ㅎㅎ 한번 이용해봤고요 스케줄에 맞춰서 이모님이 청소 해주시고 알아서 마무리 해주시니까 . . 저희 입장에선 정말 땡큐였네요 금액도 이정도면 부담 스럽지도 않고요 맞벌이 부부라던지 자취생이라던지 몸이 불편하신 어르신들이 좀 쓰시기 좋을듯 하네요 청소에 대한 스트레스가 아예 사라졌습니다,
윤앵지,5,2020-06-09,3,역시 청소를 잘 해주시긴 합니다 . 저도 지인 추천 받고선 다른 업체 이용하다가 좀 불만이 많아서 여기로 옮겼거든요 . 1 번째 좋은 점은 카드결제 가능 하면서 자동적으로 결제가 처리 되는 점입니다 . 2 번째는 이모님이 스케줄에 맞춰서 잘 와주시고 마무리도 완벽 하다는 점입니다 3 번째는 개인적인 시간이 상당히 생겼네요 . 암튼 청소로 부터 해방이 되니까 스트레스도 덜받고 요즘 살맛 납니다 ㅋ,"Miso, Inc.2020년 6월 12일안녕하세요, 윤앵지 고객님. 청소로부터의 해방, 미소 입니다. :) 저희 미소 서비스를 이용해 주셔서 감사합니다.  미소는 고객님께서 특별히 신경 쓰지 않으시더라도, 미소 서비스를 원활하게 제공해 드리는 것을 지향하고 있습니다. 고객님의 편리하고 간편한 이용을 위해서, 카드 결제 (카드는 한 번만 등록해주시면 되며, 카드 정보는 나이스페이에 의해서 안전하게 관리됩니다.) 및 가상 계좌 이용 모두 가능 하도록 하고 있습니다. 앞으로도 믿을 수 있는 서비스를 제공하기 위해 더욱 노력하는 미소가 되도록 하겠습니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. 감사합니다. ^_^"
유인숙,5,2020-06-13,0,청소 잘 해주셔서 감사합니다 . 옆집 에도 이거 추천 해드렸고요 아무리 해도 생겨나는게 집안일인데요 . 청소 부분을 미소에 맡기다보니까 집안일이 반으로 줄었네요 . 저희는 주 1 회 무조건 미소에서 청소 받고 있고요 . 이쪽 업체 좋은게 청소 잘해주시는것도 주시는거지만 정리나 생활 꿀팁을 간간히 알려주신다는점이에요 ^^ 이모님도 굉장히 친절 하시고요 . 요번엔 좀 부모님집도 여기 이용해서 청소 한번 해드릴려고요,"Miso, Inc.2020년 6월 16일안녕하세요, 유인숙 고객님. 추천하고 싶은 서비스, 미소입니다. :) 저희 미소를 이용해 주셔서 감사합니다. 고객님께서 이렇게 칭찬해 주시니, 더 좋은 서비스로 보답하고 싶습니다. 미소 서비스를 통해 고객님의 일상이 조금이나마 여유로워지셨다면, 기쁜 마음입니다. 저희는 고객님의 일상에 필요한 모든것을 쉽고 간편하게 만들어나가기 위해 항상 노력하고 있습니다. 앞으로도 번거로운 청소일은 미소에 맡기시고, 여가와 행복을 즐기면서 미소 지으시는 일만 가득하길 바랍니다. ^^ 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. 감사합니다. :)"
신광호,1,2020-06-12,0,3일지나 예약을 해주고 또 저녁9시에 전화와서 변동사항이생겨 취소되었다고 하는데 뭔 상황인지 어이가 없네요 어플 깔면 문자랑 어플도 따로 체크해야되고 장사 잘하세요,"Miso, Inc.2020년 6월 15일안녕하세요, 신광호 고객님, 미소 서비스 이용에 불편을 드려서 죄송합니다. 모든 고객님께서 저희 서비스에 만족할 수 있도록 클리너님들도, 서비스 품질도 항상 심혈을 기울이고 있습니다. 하오나 예기치 못하게 청소가 취소되어, 고객님 일정에 불편을 드린 점 진심으로 사과 드립니다. 앞으로 정성을 다해 꼼꼼하게 신경쓰는 미소가 되겠습니다. 피드백 감사합니다. 오늘도 좋은 하루 보내세요 ^_^"
이수연,5,2020-06-10,1,몇군데 청소 업체 서비스 다 이용해본 1 인입니다. 19 년 10 월쯤 한번 이용했었는데? 금액적인면에서도 미소가 가장 저렴하기도하고.. 결제도 간편하고 평도좋다보니 예약을해서 청소를 받았습니다. 제가 좀까다롭다보니 주문을 3~4 가지 하다보니 귀찮으실수도있었겟지만.. 내색하나 안하시고 도와주셔서 참 감사했습니다. 이번에 또 이용하다보니 이제야 리뷰남기네요.~,"Miso, Inc.2020년 6월 16일안녕하세요, 이수연 고객님. 미소를 이용해 주셔서 감사합니다. 미소는 고객님의 생활을 더 편하고 쉽게 만들기 위해서 오늘도 노력하고 있습니다. 미소를 통해 고객님의 일상이 조금이나마 여유로워지셨기를 바랍니다. 저희는 시간제 서비스로, 효율적인 청소 시간 관리와 고객 만족을 위해서 서비스 품질도, 클리너님들도 항상 최선을 다해 노력하고 있습니다. 앞으로도 번거로운 청소일은 미소에 맡기시고, 여가와 행복을 즐기면서 미소 지으시는 일만 가득하길 바랍니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요 ^_^"
최클라,1,2020-06-12,0,에어컨청소 돈 더내고 예약해야 된대서 예약했더니 바로 전날 일방적인 예약취소라뇨. 약속 다 빼고 기다렸더니 일정변경만 가능하다하고 연락도 안되네요. 진짜 최악인듯,"Miso, Inc.2020년 6월 12일안녕하세요, 최클라 고객님. 미소 서비스 이용에 불편을 드려서 죄송합니다. 모든 고객님께서 저희 서비스에 만족하실 수 있도록 파트너님들도, 서비스 품질도 항상 심혈을 기울이고 있습니다. 미소는 고객님께서 원하시는 시간에  서비스를 제공해드려야하지만, 최근, 성수기 주문 폭주로 인해 우수한 파트너님 배정이 어려운 경우가 있습니다. 양질의 서비스를 제공하여 고객님의 만족을 위해 우수한 파트너님 모집에 항상 신경쓰고 있사오니, 이 점 양해 부탁 드립니다. 고객님의 불편에 다시 한 번 사과드리며, 더욱 개선된 서비스로 고객님을 찾아뵐 수 있도록 노력하겠습니다. 피드백 감사합니다."
ㄴㄴ,5,2020-05-26,13,오랜만에 생활 밀착 앱중에서 정말 스마트한 앱 이용해보네요 . 집안 청소 어플 통해서 받게 될꺼라곤 상상 1 도 못햇는데 ㅎㅎ 청소 해주시는분들도 친절 하시고 이것저것 꿀팁도 알려주시고 앞으로는 무조건 청소는 여기다 맡길려고요 . 부모님집도 이거 한번 신청해드릴려고요 !! 무튼 변함 없는 서비스만 해주시길 바랍니다,"Miso, Inc.2020년 5월 28일안녕하세요, ㄴㄴ 고객님. 스마트한 어플, 미소 입니다. :)  미소 서비스를 이용해 주셔서 감사합니다. 미소의 서비스가 마음에 드시고 또 부모님 댁에도 미소를 이용하려 하신다고 말씀 주시니, 저희는 고객님에게 더욱 좋은 모습을 보이고 싶은 마음 뿐입니다. 미소는 고객님의 생활을 더 편하고 쉽게 만들기 위해서 오늘도 노력하고 있습니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요 ^_^ 감사합니다. :)"
주홍준,5,2020-05-28,4,한달에 3 번정도 이용하면 딱 맞더라고요 정기적으로 이용중이고요 이모님도 친절 하시고 청소도 정말 잘해주시네요,"Miso, Inc.2020년 6월 1일안녕하세요, 주홍준 고객님. 딱 맞는 서비스, 미소 입니다.  :) 미소를 꾸준히 찾아 주셔서 감사합니다. 앞으로도 번거로운 청소일은 미소에 맡기시고, 여가와 행복을 즐기면서 미소 지으시는 일만 가득하길 바랍니다. 미소는 고객님의 생활을 더 편하고 쉽게 만들기 위해서 오늘도 노력하고 있습니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바랍니다. 오늘도 좋은 하루 보내세요 :) 감사합니다 ^_^"
주현순,5,2020-06-09,1,미소 이용후 집이 깨끗해 졌어요 저의 청소시간도 줄고 여유있는 시간을 보낼수 있어서 만족한 편입니다. 클리너님 내집처럼 청소 해주시니 주변사람들에게 추천하고 있어요,"Miso, Inc.2020년 6월 16일안녕하세요, 주현순 고객님. 미소를 이용해 주셔서 감사합니다. 바쁘신 고객님에게 여유를 드릴 수 있어서, 저희는 기쁘게 일하고 있습니다. 미소는 합리적인 가격으로 양질의 서비스를 제공하여, 우리 모두의 일상이 행복해지도록 노력하고 있습니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바랍니다. 오늘도 좋은 하루 보내세요. :) 감사합니다 ^_^"
김양호,1,2020-05-31,2,후기 다 광고입니까? 하도 후기가 좋아서 이용했더니 청소를 대체 어디를 해준건데요? 침대맡 쓰레기 그래도 잇고 방바닥 구석 유리창 아것도 안되잇고 불편하실까바 시간동안 나가잇엇는데 집기대하고 들어왔다가 할말을 잃엇네요 초등학교애한테 시켜도 이것보단 잘하겟어요 주방 벽면이고 뭐고 아무것도 안되잇는데 뭘 하신건지 대체?,"Miso, Inc.2020년 6월 1일안녕하세요, 김양호 고객님. 미소 서비스 이용에 불편을 드려서 죄송합니다. 미소에서는 고객님에게 만족스러운 경험을 선사하고자 하는데, 그러지 못했던 점 진심으로 죄송합니다. 고객님께서 저희 고객센터와 상담하신 내용 확인하였습니다. 미소 서비스를 주문 하셨을 때, 기대하신 바가 있을 텐데, 미흡한 품질로 이용에 불편을 드려서 무거운 마음입니다. 해당 클리너에게 청소 관련 피드백 및 재교육을 진행하여  이번과 같은 일이 다시 반복되지 않도록 조치할 예정입니다. 다시 한 번 사과드리며, 만족스러운 서비스로 고객님을 찾아뵐 수 있도록 노력하겠습니다. 피드백 감사합니다. 오늘도 좋은 하루 보내시길 바랍니다."
이영현,5,2020-05-30,2,반상회할때 어플 안내했어요. 저도 홈클리닝 서비스 많이 이용해봐서 웬만한 업체 다이용했지만 여기가 가장 좋았습니다.,"Miso, Inc.2020년 6월 1일안녕하세요, 이영현 고객님. 가장 좋은 서비스, 미소 입니다. :) 저희 미소 홈클리닝 서비스를 이용해 주셔서 감사합니다. 반상회에서 미소를 추천해 주신 고객님에게 부끄럽지 않도록 오늘도 저희는 최선을 다하고 있습니다. 미소는 합리적인 가격으로 양질의 서비스를 제공하여, 우리 모두의 일상이 행복해 지도록 노력하고 있습니다. 앞으로도 번거로운 청소일은 미소에 맡기시고, 여가와 행복을 즐기면서 미소 지으시는 일만 가득하길 바랍니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. :) 감사합니다 ^_^"
윤윤장호,5,2020-05-29,2,집안청소 할 시간도 안나고 이모님처럼 깔끔하게도 못하고 ㅠㅠ 그래서 이용하게 되었는데요 . 이모님이 찐 전문가여서 ㅋㅋ 정말 잘해주시긴 해요,"Miso, Inc.2020년 6월 1일안녕하세요, 윤윤장호 고객님. 미소를 이용해 주셔서 감사합니다. 퇴근하고 깔끔하게 정리된 집에 돌아오면 기분이 상쾌하지요. 미소를 통해 고객님의 일상이 조금이나마 여유로워지셨기를 바랍니다. 모든 고객님께서 미소 서비스에 만족할 수 있도록 클리너님들도, 서비스 품질도 항상 심혈을 기울이고 있습니다. 앞으로도 믿을 수 있는 서비스를 제공하기 위해 더욱 노력하는 미소가 되도록 하겠습니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. 감사합니다. ^_^"
김김민수,5,2020-06-06,0,청소 업체중에서 미소가 가장 괜찮았습니다 . 결제 부분도 그렇고 금액적인 부분도 상당히 유리 하네요,"Miso, Inc.2020년 6월 10일안녕하세요, 김김민수 고객님. 장점 많은 서비스, 미소 입니다. :)  미소 서비스를 이용해 주셔서 감사합니다. 미소는 합리적인 가격으로 우수한 서비스를 제공하여, 우리 모두의 일상이 행복할 수 있도록 노력하고 있습니다. 고객님의 편리한 이용을 위해서 카드 결제 (카드는 한번만 등록하시면 되시며, 나이스 페이에 의해 안전하게 관리되고 있습니다.) 및 가상 계좌 입금, 모두 가능 하도록 하고 있습니다. 앞으로도 믿을 수 있는 서비스를 제공하기 위해 더욱 노력하는 미소가 되도록 하겠습니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. 감사합니다. ^_^"
이은혜,5,2020-05-19,5,"청소 서비스 처음 받아보네요 ㅎㅎ 결제도 쉽고 청소 스케줄 잡기도 편하고 이래저래 잘 이용중입니다 . 맞벌이 부부라 청소를 주말밖에 못하니까 주말엔 어디 못나가고 집안 청소 하느라 주말 다보내니까 ㅠㅠ 피곤 했거든요 . 청소도 솔직히 잘 마무릴 못지으니까 .. 그래서 이용하게 된건데요 가격 , 청소 디테일 등등 다 만족 합니다","Miso, Inc.2020년 5월 21일안녕하세요, 이은혜 고객님. 미소를 이용해 주셔서 감사합니다. 맞벌이 하시느라 바쁘실 고객님의 일을 덜어드릴 수 있어서 기쁩니다. 미소는 합리적인 가격으로 양질의 서비스를 제공하여, 우리 모두의 일상이 행복해 지도록 노력하고 있습니다. 청소가 다시 필요 하시면 미소를 찾아주세요 ^^ 미소는 고객님의 생활을 더 편하고 쉽게 만들기 위해서 오늘도 노력하고 있습니다.  코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요 ^_^ 감사합니다 :)"
남자이창하,5,2020-05-26,14,깔끔하게 청소 잘해주셔서 감사합니다 스케줄도 맞춰서 잘 와주시고 마무리까지 완벽 했습니다 . 100 점 만점중에 저는 한 95 점 드리고 싶네요 ^^ 저도 이거 아랫집에서 추천 받아서 이용해본거였는데 제일 장점인게 뭐냐면 주말에 청소로 시간을 안잡아먹어도 된다는거에요 ㅠㅠ 맞벌이라 청소 때문에 스트레스 많았는데 이게 좀 도움이 되네요,"Miso, Inc.2020년 5월 28일안녕하세요, 남자이창하 고객님. 마무리까지 완벽한 미소입니다. :) 미소를 이용해 주셔서 감사합니다. 맞벌이 하시느라 바쁘실 고객님의 일을 덜어 드릴 수 있어서 진심으로 기쁩니다. 미소는 합리적인 가격으로 양질의 서비스를 제공하여, 우리 모두의 일상이 행복해 지도록 노력하고 있습니다. 앞으로도 번거로운 청소일은 미소에 맡기시고, 가족들과 여가와 행복을 즐기면서 미소 지으시는 일만 가득하길 바랍니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. :) 감사합니다 ^_^"
배성희,5,2020-06-11,1,옆집이 쓰고 있어서 저도 이용해보게 되었고요 청소 잘 받았습니다 ㅎ 스케줄 잡으니까 알아서 잘 와주시고 이것저것 정리랑 청소 해주셨네요 처음 이용해보고선 주말에 여유롭게 보냈 습니다 !! 맞벌이 부부에겐 선택이 아니라 필수인듯 ^^ 괜찮게 잘 해주시고 하니까 부모님집도 한번 신청 해드리고요 저희는 1 달에 2 회 정도 꾸준히 사용할려고요 . 요번에 청소 해주시는거 보고 저희가 하는거 보다 여기서 해주시는게 100 배 더 낫겠다 생각이 들어서 ^^,
Bloom Bloom,5,2020-05-20,2,청소 업체 여러군데 이용해봤고요 미소 좋은점이 상당히 많더라고요 . 다른곳 이용하다가 미소로 갈아탔는데요 ㅎㅎ 일단 여기는 카드 등록 하고선 알아서 결제가 되니까 좀 편리했네요 제가 전에 썻던곳은 온니 현금이라 ㅠㅠ 그리고 이모님들도 전문가분들이시다보니까 알아서 꼼꼼히 잘 청소 해주시더라고요 ㅎㅎ 이용할만 헀어요,"Miso, Inc.2020년 5월 22일안녕하세요, Bloom Bloom 고객님. 쓸수록 장점이 많은 미소입니다. :) 미소 서비스를 이용해 주셔서 감사합니다. 깨끗한 집에 들어서면 기분이 상쾌하지요~ 저희는 고객님의 일을 덜어 드릴 수 있어서 기쁩니다. ^^ 고객님의 편리한 이용을 위해서  카드 결제 (카드는 한번만 등록하시면 되시며, 나이스 페이에 의해 안전하게 관리되고 있습니다.) 및 가상 계좌 입금, 모두 가능 하도록 하고 있습니다. 앞으로도 믿을 수 있는 서비스를 제공하기 위해 더욱 노력하는 미소가 되도록 하겠습니다. 코로나 19가 유행인 가운데, 건강에 유의하시기 바라며, 오늘도 좋은 하루 보내세요. 감사합니다. ^_^"
