date,comment,ratings,ko_text,nouns,y
2021-03-10,추. ㅊ ..ㅓ.ㅇ .ㅣ : ( 222444 )친환경 재료에 신선한 완전 최고에요.상품마다 별점 주는 게 있으면 좋겠어요ㅎㅎ 지금은 후기 개수로 판단하고 구매.하는데 (후기 개수가 많으면 삼) 별점이 한 눈에 보기에 더 편.해요. 예를 들어 저는 이마트.몰은 별점 4.5 이상이면 믿.고 구매.하고 네이버 스토.어도 별점 4.5 이상이면 구.매..하.거든요. 제품마다 별점이 있.으..면알아.보기 쉬우.니까 고객.들.도 제품 판단.하기 좋.을 거 같아요..,5,추 ㅊ ㅓㅇ ㅣ    친환경 재료에 신선한 완전 최고에요상품마다 별점 주는 게 있으면 좋겠어요ㅎㅎ 지금은 후기 개수로 판단하고 구매하는데 후기 개수가 많으면 삼 별점이 한 눈에 보기에 더 편해요 예를 들어 저는 이마트몰은 별점  이상이면 믿고 구매하고 네이버 스토어도 별점  이상이면 구매하거든요 제품마다 별점이 있으면알아보기 쉬우니까 고객들도 제품 판단하기 좋을 거 같아요,"['ㅓㅇ', '환경', '재료', '완전', '최고', '상품', '별점', '지금', '후기', '개수', '판단', '구매', '많으', '마트', '네이버', '스토어', '제품', '고객']",1
2021-03-09,노동조건 및 위생에 대한 언론보도가 참담한 수준이던데 개선의 의지가 전혀 안보이네요. 탈퇴합니다.,1,노동조건 및 위생에 대한 언론보도가 참담한 수준이던데 개선의 의지가 전혀 안보이네요 탈퇴합니다,"['노동', '노동조건', '조건', '위생', '언론', '언론보도', '보도', '참담', '수준', '개선', '의지', '탈퇴']",0
2021-03-09,"참 좋아요,",5,참 좋아요,[],1
2021-03-09,"스크롤 올리는거 말고, 위로 가기 버튼 만들어 주세요",5,스크롤 올리는거 말고 위로 가기 버튼 만들어 주세요,"['스크롤', '위로', '가기', '버튼']",1
2021-03-09,만족합니다,5,만족합니다,['만족'],1
2021-03-09,좋아요,5,좋아요,[],1
2021-03-09,좋은상품도 많고 빠른 배송 좋아요,5,좋은상품도 많고 빠른 배송 좋아요,"['상품', '배송']",1
2021-03-09,노동이슈때문에 곧 갈아탈 예정,1,노동이슈때문에 곧 갈아탈 예정,"['노동', '노동이슈때문', '이슈', '때문', '예정']",0
2021-03-09,편리해서좋아요,5,편리해서좋아요,['편리'],1
2021-03-09,노동자 블랙리스트 만드는 기업 사용하지 않겠습니다.,1,노동자 블랙리스트 만드는 기업 사용하지 않겠습니다,"['노동자', '블랙', '블랙리스트', '리스트', '기업', '사용']",0
2021-03-09,물건 신선하고 종류도 많고 진심 감사합니다^-^,5,물건 신선하고 종류도 많고 진심 감사합니다,"['물건', '신선', '종류', '진심', '감사']",1
2021-03-09,사람갈아 돈 벌지 마세요,1,사람갈아 돈 벌지 마세요,['사람'],0
2021-03-09,돈가지고 장난치는 기업 제 주머니만 챙길줄 알고 열심히 일하는 노동자들의 노동력 후려치는 기업제품 누가 쓰나요? 이렇게 리뷰쓰면 저도 블랙리스트/블랙 컨슈머로 올라가나요?,1,돈가지고 장난치는 기업 제 주머니만 챙길줄 알고 열심히 일하는 노동자들의 노동력 후려치는 기업제품 누가 쓰나요 이렇게 리뷰쓰면 저도 블랙리스트블랙 컨슈머로 올라가나요,"['기업', '주머니', '노동자', '노동력', '기업제품', '제품', '리뷰', '블랙', '블랙리스트', '블랙리스트블랙', '리스트', '컨슈머']",0
2021-03-09,보기편하게 되어있어 좋아요,5,보기편하게 되어있어 좋아요,[],1
2021-03-09,블랙리스트건으로 탈퇴합니다,1,블랙리스트건으로 탈퇴합니다,"['블랙', '블랙리스트', '블랙리스트건', '리스트', '탈퇴']",0
2021-03-09,상품이 다양해서 좋아요,5,상품이 다양해서 좋아요,"['상품', '다양']",1
2021-03-09,좋아요 배송도 파르고,4,좋아요 배송도 파르고,"['배송도', '송도', '파르']",1
2021-03-09,블랙리스트건으로 탈퇴합니다 사람을 사람으로 보지 않는 기업 빠른 탈퇴완료,1,블랙리스트건으로 탈퇴합니다 사람을 사람으로 보지 않는 기업 빠른 탈퇴완료,"['블랙', '블랙리스트', '블랙리스트건', '리스트', '탈퇴', '사람', '기업', '탈퇴완료', '완료']",0
2021-03-09,좋아요,5,좋아요,[],1
2021-03-09,정말 잘 이용하고있어요^^♡♡,5,정말 잘 이용하고있어요,['이용'],1
2021-03-09,어느정도 검증된 물건들이 많아요,5,어느정도 검증된 물건들이 많아요,"['정도', '검증', '물건']",1
2021-03-09,진짜빠르긴하네여.쿠폰굿,4,진짜빠르긴하네여쿠폰굿,"['여쿠폰굿', '쿠폰']",1
2021-03-08,맘에 듭니다. 그런데 '찜 '기능이 추가되었으면 좋겠네요 즐겨찾거나 다음에 구매해보고싶은 것에 찜 해두고 다음에 찜 항목에서 쉽게 찾을수있게요.,5,맘에 듭니다 그런데 찜 기능이 추가되었으면 좋겠네요 즐겨찾거나 다음에 구매해보고싶은 것에 찜 해두고 다음에 찜 항목에서 쉽게 찾을수있게요,"['기능', '추가', '구매', '해두고', '두고', '항목']",1
2021-03-08,배송이새벽에와서좋아요~~~~굳굳,5,배송이새벽에와서좋아요굳굳,"['배송', '새벽', '굳굳']",1
2021-03-08,깔끔하고 보기 좋음,5,깔끔하고 보기 좋음,[],1
2021-03-08,신선하고 자주이용하고있네요..,5,신선하고 자주이용하고있네요,"['신선', '자주', '자주이용', '이용']",1
2021-03-08,"블랙리스트 건으로 탈퇴합니다. 해명문 또는 사과문 게시하시고, 직접 대표님이 나오셔서 해명 인터뷰를 해주시기를 바랍니다. 죄없는 직원분들께 블랙리스트 관련 문의하는 고객마다 전화하라는 강요하지 마세요. 방금도 전화와서 업무 부담될까봐 받지 않고 탈퇴하고 오는 길입니다. 안녕히 계세요.",1,블랙리스트 건으로 탈퇴합니다 해명문 또는 사과문 게시하시고 직접 대표님이 나오셔서 해명 인터뷰를 해주시기를 바랍니다 죄없는 직원분들께 블랙리스트 관련 문의하는 고객마다 전화하라는 강요하지 마세요 방금도 전화와서 업무 부담될까봐 받지 않고 탈퇴하고 오는 길입니다 안녕히 계세요,"['블랙', '블랙리스트', '리스트', '탈퇴', '명문', '사과', '사과문', '게시', '직접', '대표', '해명', '인터뷰', '해주시기', '시기', '직원', '직원분', '관련', '문의', '고객', '전화', '강요', '마세', '방금', '업무', '부담', '계세']",0
2021-03-08,좋아요,5,좋아요,[],1
2021-03-08,신선하고 좋은 상품 너무 마음에 들었어요 깔끔하고 친환경적인 포장이 기업마인드를 느끼게합니다,5,신선하고 좋은 상품 너무 마음에 들었어요 깔끔하고 친환경적인 포장이 기업마인드를 느끼게합니다,"['신선', '상품', '마음', '환경', '기업', '기업마인드', '마인드']",1
2021-03-08,"메뉴 구성도 깔끔하고 사진들도 예쁘고 주문했던 음식들도 맛있고 좋았는데 상품 후기 보는게 매우 번거롭고 불편함. 하나 읽고 뒤로 나오면 스크롤 다시 맨 위로 올라가있어서 봤던 곳까지 매번 다시 내려야 하고, 도움이 되었다고 숫자표시는 항상 0으로 있는데 버튼은 아예 있지도 않음. 후기들을 갤러리처럼 사진만으로 볼 수 있는 기능이나 정렬 같은 기능도 아예 없음. 그래서 상품 사진이 아무리 깔끔하고 먹음직스럽고 예뻐도 후기를 제대로 볼 수가 없으니 속여서 파는 것 같은 느낌을 받음. 건의 하고 싶어서 고객센터 글 쓰려고 했는데 상품 관련 선택지밖에 존재하질 않아서 앱 리뷰로 씁니다. 상품 후기들 읽다가 짜증나서 별점 두 개 깎았는데 컬리에서 친환경포장재 쓰는거 너무 좋아서 다시 하나 올림",4,메뉴 구성도 깔끔하고 사진들도 예쁘고 주문했던 음식들도 맛있고 좋았는데 상품 후기 보는게 매우 번거롭고 불편함 하나 읽고 뒤로 나오면 스크롤 다시 맨 위로 올라가있어서 봤던 곳까지 매번 다시 내려야 하고 도움이 되었다고 숫자표시는 항상 으로 있는데 버튼은 아예 있지도 않음 후기들을 갤러리처럼 사진만으로 볼 수 있는 기능이나 정렬 같은 기능도 아예 없음 그래서 상품 사진이 아무리 깔끔하고 먹음직스럽고 예뻐도 후기를 제대로 볼 수가 없으니 속여서 파는 것 같은 느낌을 받음 건의 하고 싶어서 고객센터 글 쓰려고 했는데 상품 관련 선택지밖에 존재하질 않아서 앱 리뷰로 씁니다 상품 후기들 읽다가 짜증나서 별점 두 개 깎았는데 컬리에서 친환경포장재 쓰는거 너무 좋아서 다시 하나 올림,"['메뉴', '구성', '사진', '주문', '음식', '상품', '후기', '불편', '스크롤', '위로', '올라가있어', '도움', '숫자', '숫자표시', '표시', '버튼', '갤러리', '사진만', '기능', '정렬', '느낌', '건의', '고객', '고객센터', '센터', '관련', '선택지', '선택지밖', '존재', '존재하질', '하질', '리뷰', '짜증', '별점', '환경', '포장재', '올림']",1
2021-03-08,다른 곳에 없던 것도 있고..더비싼것도 있지만..싼게 더 많고..,5,다른 곳에 없던 것도 있고더비싼것도 있지만싼게 더 많고,[],1
2021-03-08,좋음,5,좋음,[],1
2021-03-08,편리함,5,편리함,['편리'],1
2021-03-07,마켓컬리 일용직 노동자 블랙리스트 뉴스기사 봤음... 마켓컬리 불매하겠어요 어플도 삭제합니다.,1,마켓컬리 일용직 노동자 블랙리스트 뉴스기사 봤음 마켓컬리 불매하겠어요 어플도 삭제합니다,"['마켓', '일용직', '노동자', '블랙', '블랙리스트', '리스트', '뉴스', '뉴스기사', '기사', '불매', '어플', '삭제']",0
2021-03-07,으휴,1,으휴,['으휴'],0
2021-03-07,굿,5,굿,[],1
2021-03-07,사용하기편해요~~,4,사용하기편해요,['사용'],1
2021-03-07,잘 사용하고 있어요,5,잘 사용하고 있어요,['사용'],1
2021-03-07,새벽배송으로 자주 사용합니다,4,새벽배송으로 자주 사용합니다,"['새벽', '새벽배송', '배송', '사용']",1
2021-03-07,가격이 전반적으로 조긍 높아요.,4,가격이 전반적으로 조긍 높아요,"['가격', '전반적', '조긍']",1
2021-03-07,쿠팡쓰고 롯데쓰고햇는데 마켓컬리 쓴이후로 이것만씀ㅋ,5,쿠팡쓰고 롯데쓰고햇는데 마켓컬리 쓴이후로 이것만씀ㅋ,"['쿠팡쓰', '롯데', '마켓', '이후']",1
2021-03-07,잘 사용하고 있습니다~,5,잘 사용하고 있습니다,['사용'],1
2021-03-07,좋은제품 빠른배송 좋아요,5,좋은제품 빠른배송 좋아요,"['제품', '배송']",1
2021-03-07,"가격대가 새벽 배송이 가능한 타사앱(쿠*,헬*네** 등)에 비해 저렴한 편은 아니나, 신선 식품의 품질이 안정적입니다. 몇 번 타사 신선식품의 랜덤품질에 반품 및 환불을 겪다보니 그냥 돈 더주고 편하게 다양하고 좋은 식품을 받겠다는 생각이 우세하게 되네요. 공산품의 경우 가격대가 비싼 경우가 많지만 다양한 브랜드의 상품이 있어 급한 경우 사용하기 좋습니다.",5,가격대가 새벽 배송이 가능한 타사앱쿠헬네 등에 비해 저렴한 편은 아니나 신선 식품의 품질이 안정적입니다 몇 번 타사 신선식품의 랜덤품질에 반품 및 환불을 겪다보니 그냥 돈 더주고 편하게 다양하고 좋은 식품을 받겠다는 생각이 우세하게 되네요 공산품의 경우 가격대가 비싼 경우가 많지만 다양한 브랜드의 상품이 있어 급한 경우 사용하기 좋습니다,"['가격', '가격대', '새벽', '배송', '가능', '타사', '타사앱쿠', '앱쿠', '신선', '식품', '품질', '안정적', '신선식품', '랜덤', '랜덤품질', '반품', '환불', '주고', '다양', '생각', '우세', '공산품', '경우', '브랜드', '상품', '사용']",1
2021-03-07,블랙리스트 공유하신다면서요?,1,블랙리스트 공유하신다면서요,"['블랙', '블랙리스트', '리스트', '공유']",0
2021-03-07,블랙리스트 혹은 법을 비켜나가며 그에 준하는 행위를 지속하는 기업을 반대합니다.,1,블랙리스트 혹은 법을 비켜나가며 그에 준하는 행위를 지속하는 기업을 반대합니다,"['블랙', '블랙리스트', '리스트', '행위', '지속', '기업', '반대']",0
2021-03-07,최근 컬리의 블랙리스트사건으로 떠날렵니다,1,최근 컬리의 블랙리스트사건으로 떠날렵니다,"['최근', '블랙', '블랙리스트', '블랙리스트사건', '리스트', '사건']",0
2021-03-06,배송빠르고 야채도 신선. 자주 애용하려 함. 맛난것도 많아서 자꾸 클릭하게됨ㅎ,5,배송빠르고 야채도 신선 자주 애용하려 함 맛난것도 많아서 자꾸 클릭하게됨ㅎ,"['배송', '야채', '신선', '애용', '클릭']",1
2021-03-06,마켓컬리의 매력을 잘 표현?했습니다. 간결하고 깔끔해서 그 어떤 앱보다 시인성이 좋습니다.,5,마켓컬리의 매력을 잘 표현했습니다 간결하고 깔끔해서 그 어떤 앱보다 시인성이 좋습니다,"['마켓', '매력', '표현', '간결', '시인']",1
2021-03-06,재료가너무신선하고좋아요,5,재료가너무신선하고좋아요,"['재료', '신선']",1
2021-03-06,"배송이 무척 맘에들고, 상품이 괜찮아요~~!!",4,배송이 무척 맘에들고 상품이 괜찮아요,"['배송', '상품']",1
2021-03-06,별로라 삭제했습니다.,1,별로라 삭제했습니다,['삭제'],0
2021-03-06,블랙리스트 이건 너무한거 아닌가?,1,블랙리스트 이건 너무한거 아닌가,"['블랙', '블랙리스트', '리스트']",0
2021-03-06,"주변의 권유를 받아 즐거운 마음으로 설치하고 회원가입하여 첫 배송까지 받았으나, 오늘 경향신문에 보도된 노동자 블랙리스트 기사와 그에 대한 기사 내 해명에 이토록 비인간적이고 노동착취적인 회사의 서비스는 이용할 수 없겠다는 생각이 들어 삭제. 사람 상대로 먹을 거 장사하면서 그따위로 장사하지 마시라. 누군가의 고혈을 빨면서 누군가의 따뜻한 밥 한끼를 팔 생각하지 마시라.",1,주변의 권유를 받아 즐거운 마음으로 설치하고 회원가입하여 첫 배송까지 받았으나 오늘 경향신문에 보도된 노동자 블랙리스트 기사와 그에 대한 기사 내 해명에 이토록 비인간적이고 노동착취적인 회사의 서비스는 이용할 수 없겠다는 생각이 들어 삭제 사람 상대로 먹을 거 장사하면서 그따위로 장사하지 마시라 누군가의 고혈을 빨면서 누군가의 따뜻한 밥 한끼를 팔 생각하지 마시라,"['주변', '권유', '마음', '설치', '회원', '회원가입', '가입', '배송', '오늘', '경향', '경향신문', '신문', '보도', '노동자', '블랙', '블랙리스트', '리스트', '기사', '해명', '비인간', '노동', '노동착취', '착취', '회사', '서비스', '이용', '생각', '삭제', '사람', '상대', '장사', '그따위', '누군가', '고혈']",0
2021-03-06,블랙리스트가 실화라구요??,1,블랙리스트가 실화라구요,"['블랙', '블랙리스트', '리스트', '실화']",0
2021-03-06,편리하고 질이좋아요 믿고구매합니다,5,편리하고 질이좋아요 믿고구매합니다,"['편리', '구매']",1
2021-03-06,쿠팡에 비해 이점이없음 쿠폰 사용기한 매우 짧음 지급되는 대부분 쿠폰이 주말에 사용불가능 쿠폰 비사용시 동일 제품대비 높은가격 + 배송비 쿠팡에 비해 뒤쳐지는데 다른 쇼핑몰보다 좋은점은 상품을 예쁘게 찍어 올리는것뿐 경쟁력이 너무 부족해보임,1,쿠팡에 비해 이점이없음 쿠폰 사용기한 매우 짧음 지급되는 대부분 쿠폰이 주말에 사용불가능 쿠폰 비사용시 동일 제품대비 높은가격  배송비 쿠팡에 비해 뒤쳐지는데 다른 쇼핑몰보다 좋은점은 상품을 예쁘게 찍어 올리는것뿐 경쟁력이 너무 부족해보임,"['쿠팡', '이점', '쿠폰', '사용', '사용기한', '기한', '지급', '대부분', '주말', '사용불가능', '불가능', '비사용시', '사용시', '동일', '제품', '제품대비', '대비', '가격', '배송', '배송비', '쇼핑몰', '상품', '경쟁력', '부족']",0
2021-03-05,신세계예요~요즘같은 시기에 정말 필요한 시스템이네요~^-^,5,신세계예요요즘같은 시기에 정말 필요한 시스템이네요,"['신세계', '요즘', '시기', '필요', '시스템']",1
2021-03-05,<< z o o 7 7 7 >> 세일하는 상품도 많고 상품도 직접 받아보니 신선도나 모든것이 만족스럽네요 특히 여러군의 다양한 상품이 있어서 낮에 마트에 못다녀와도 마켓컬리에 거의다 있어서 불편함이 없었네요 오히려 마트에 없는 상품덕에 여러가지 해먹어보고 싶은 재료들을 구입할수있어 만족합니다,5,        세일하는 상품도 많고 상품도 직접 받아보니 신선도나 모든것이 만족스럽네요 특히 여러군의 다양한 상품이 있어서 낮에 마트에 못다녀와도 마켓컬리에 거의다 있어서 불편함이 없었네요 오히려 마트에 없는 상품덕에 여러가지 해먹어보고 싶은 재료들을 구입할수있어 만족합니다,"['세일', '상품', '신선도', '만족', '군의', '다양', '마트', '마켓', '불편', '상품덕', '가지', '재료', '구입']",1
2021-03-05,소량구매가 가능하고 배송빠르고 깨끗하게 포장 잘해서 보내주시네요,5,소량구매가 가능하고 배송빠르고 깨끗하게 포장 잘해서 보내주시네요,"['소량', '소량구매', '구매', '가능', '배송', '포장']",1
2021-03-05,앱으로 할 수 있어서 간편합니다~*,5,앱으로 할 수 있어서 간편합니다,"['앱으', '간편']",1
2021-03-05,계속 주문 불가한 상품이있다는 오류가 나오고 (여러가지로 테스트 해봤는데 아무 이유도 없이 그냥 주문 불가하다고 오류남. 어떤 아이템 때문에 불가한지도 안보여지고 재고충분하고 주문가능한 상태인데도 오류남ㅋㅋㅋ) 여러번 삭제 재설치하고 다시 주문하니까 주문이 되었음. 근데 오늘 또 주문하려고하니까 또 똑같은 오류로 주문이 안됨 어이가 없어서...ㅋㅋ 또 삭제하고 재설치하고 다시 주문해라는건지. 이 오류때문에 마켓컬리 앞으로 안 쓸꺼임,1,계속 주문 불가한 상품이있다는 오류가 나오고 여러가지로 테스트 해봤는데 아무 이유도 없이 그냥 주문 불가하다고 오류남 어떤 아이템 때문에 불가한지도 안보여지고 재고충분하고 주문가능한 상태인데도 오류남ㅋㅋㅋ 여러번 삭제 재설치하고 다시 주문하니까 주문이 되었음 근데 오늘 또 주문하려고하니까 또 똑같은 오류로 주문이 안됨 어이가 없어서ㅋㅋ 또 삭제하고 재설치하고 다시 주문해라는건지 이 오류때문에 마켓컬리 앞으로 안 쓸꺼임,"['계속', '주문', '불가', '상품', '오류', '가지', '테스트', '이유', '불가하다', '하다', '오류남', '아이템', '때문', '지도', '재고', '주문가능', '가능', '상태', '여러번', '삭제', '설치', '오늘', '안됨', '오류때문', '마켓']",0
2021-03-05,새벽배송 최고,5,새벽배송 최고,"['새벽', '새벽배송', '배송', '최고']",1
2021-03-05,"상품 타이틀에 용량표기 안되있는것, 그램당 단가표시, 후기제목에 평점표시 하길바람",3,상품 타이틀에 용량표기 안되있는것 그램당 단가표시 후기제목에 평점표시 하길바람,"['상품', '타이틀', '용량', '용량표기', '표기', '그램', '그램당', '단가', '단가표시', '표시', '후기', '후기제목', '제목', '평점', '평점표시']",0
2021-03-05,맛있고 빠르고 편리~,5,맛있고 빠르고 편리,['편리'],1
2021-03-05,친절하게 잘 설명해주셔서 쇼핑잘 했습니다 ~.,5,친절하게 잘 설명해주셔서 쇼핑잘 했습니다 ,"['친절', '설명', '쇼핑']",1
2021-03-05,보기편함 앞으로 더많은재품이있음 합니다,4,보기편함 앞으로 더많은재품이있음 합니다,"['재품', '있음']",1
2021-03-05,편해요,5,편해요,[],1
2021-03-05,신선한 제품을 아침과 함께 할 수 있어서 좋아요,5,신선한 제품을 아침과 함께 할 수 있어서 좋아요,"['제품', '아침']",1
2021-03-05,간편하고 좋아요!,5,간편하고 좋아요,['간편'],1
2021-03-05,☆☆☆☆☆쓰지마세요☆☆☆☆☆ 컬리쪽 실수로 배송누락됐는데 적립금으로 환불받았어요. 적립금 사용금 제외^^하고 차액을 적립금으로^^ 계좌환불해주던가 제품보내달라고하니 안된다는 답변뿐이네요. 소비자 상대로 사기친거죠? 선택지도많은데 굳이 써야겠습니까. 찾아보니까 저만겪은일도 아니네요~,1,쓰지마세요 컬리쪽 실수로 배송누락됐는데 적립금으로 환불받았어요 적립금 사용금 제외하고 차액을 적립금으로 계좌환불해주던가 제품보내달라고하니 안된다는 답변뿐이네요 소비자 상대로 사기친거죠 선택지도많은데 굳이 써야겠습니까 찾아보니까 저만겪은일도 아니네요,"['마세', '리쪽', '실수', '배송', '배송누락', '누락', '적립금', '환불', '사용', '사용금', '제외', '차액', '계좌', '계좌환불', '제품', '답변', '답변뿐', '소비', '상대', '선택', '선택지도', '지도', '써야']",0
2021-03-05,정말 좋아요,5,정말 좋아요,[],1
2021-03-04,마켓컬리 앱 넘 만족하며 늘 즐거운 쇼핑을 하고 있습니다,5,마켓컬리 앱 넘 만족하며 늘 즐거운 쇼핑을 하고 있습니다,"['마켓', '만족', '쇼핑']",1
2021-03-04,잘쓰고 있어요,5,잘쓰고 있어요,[],1
2021-03-04,쿠폰도 마니주고 신규회원되고 2개월째인데 새벽배송 오는것도 편하고 잘이용하고있어요,5,쿠폰도 마니주고 신규회원되고 개월째인데 새벽배송 오는것도 편하고 잘이용하고있어요,"['쿠폰', '마니', '마니주고', '주고', '신규', '신규회원', '회원', '개월', '새벽', '새벽배송', '배송', '이용']",1
2021-03-04,앱 사용 편리하고 좋습니다,5,앱 사용 편리하고 좋습니다,"['사용', '편리']",1
2021-03-04,배송을 빨리해주니 넘 편하구 좋은데 미안하기도하네요 새벽배송이라.. 그냥 마켓컬리 제품은 다 신선하고 좋을것 같은 믿음이 들어요. 늘감사합니다. 좋은 제품으로 더 발전하시길..,5,배송을 빨리해주니 넘 편하구 좋은데 미안하기도하네요 새벽배송이라 그냥 마켓컬리 제품은 다 신선하고 좋을것 같은 믿음이 들어요 늘감사합니다 좋은 제품으로 더 발전하시길,"['배송', '미안', '새벽', '새벽배송', '마켓', '제품', '신선', '믿음', '감사', '발전']",1
2021-03-04,삶이 달라짐... 대형마트 안가도됨....,5,삶이 달라짐 대형마트 안가도됨,"['대형', '대형마트', '마트', '안가도', '가도']",1
2021-03-04,좋아요♡,5,좋아요,[],1
2021-03-04,편해요,5,편해요,[],1
2021-03-04,어휴 장바구니에 담기눌린게 하나도 없네요 무슨버그야이게..,1,어휴 장바구니에 담기눌린게 하나도 없네요 무슨버그야이게,"['장바구니', '바구니', '담기', '버그']",0
2021-03-04,싸고 새벽배송이라 좋아요,5,싸고 새벽배송이라 좋아요,"['새벽', '새벽배송', '배송']",1
2021-03-04,배송이 무지 빠르고 품질도 좋음.,5,배송이 무지 빠르고 품질도 좋음,"['배송', '품질']",1
2021-03-04,좋아용,5,좋아용,[],1
2021-03-04,새벽에 와서 좋아요,5,새벽에 와서 좋아요,['새벽'],1
2021-03-04,편리성 효율성 상품 만족도 등이 좋습니다,5,편리성 효율성 상품 만족도 등이 좋습니다,"['편리성', '효율성', '상품', '만족도']",1
2021-03-04,빠른배송.쿠폰.마일리즈까지 대만족!!!,5,빠른배송쿠폰마일리즈까지 대만족,"['쿠폰', '배송', '마일리즈', '대만족']",1
2021-03-04,굳,5,굳,[],1
2021-03-04,너무 편합니다,5,너무 편합니다,[],1
2021-03-03,너무 편하고 빨리 배송 되서 굿입니다요!,4,너무 편하고 빨리 배송 되서 굿입니다요,['배송'],1
2021-03-03,찜하기 기능이 잇었으면 좋겠습니다!,5,찜하기 기능이 잇었으면 좋겠습니다,['기능'],1
2021-03-03,아주아주아주아주 좋아요!,5,아주아주아주아주 좋아요,[],1
2021-03-03,샛별배송은 아니지만 그래도 포장상태도 배송도 좋아요.,5,샛별배송은 아니지만 그래도 포장상태도 배송도 좋아요,"['샛별', '샛별배송', '배송', '포장', '포장상태', '상태']",1
2021-03-03,품목별로 편리하게 주문할수 있어서 좋아요,5,품목별로 편리하게 주문할수 있어서 좋아요,"['품목', '편리', '주문']",1
2021-03-03,쿠폰좋네요,5,쿠폰좋네요,['쿠폰'],1
2021-03-03,편리하고 간편해서 좋아요. 더많은 상품이있으면 좋겠어요.,5,편리하고 간편해서 좋아요 더많은 상품이있으면 좋겠어요,"['편리', '간편', '상품']",1
2021-03-03,사용하기 너무좋네요,5,사용하기 너무좋네요,['사용'],1
2021-03-03,굿,5,굿,[],1
2021-03-03,배송 빠르고 제품좋고 만족합니다,4,배송 빠르고 제품좋고 만족합니다,"['배송', '제품', '만족']",1
2021-03-03,일찍 배달 👌 좋아요,5,일찍 배달  좋아요,['배달'],1
2021-03-03,잘 이용하고 있어용~^^,5,잘 이용하고 있어용,['이용'],1
2021-03-03,사용 후기 올릴 때 이름 말고 아이디나 닉네임을 보여줬으면 좋겠어요. 실명이 올라가니까 사용 후기 쓰기가 싫어져요. 고객의 개인정보를 소중하게 생각하지 않는 것 같아 불쾌합니다.,3,사용 후기 올릴 때 이름 말고 아이디나 닉네임을 보여줬으면 좋겠어요 실명이 올라가니까 사용 후기 쓰기가 싫어져요 고객의 개인정보를 소중하게 생각하지 않는 것 같아 불쾌합니다,"['사용', '후기', '이름', '아이디', '닉네임', '실명', '쓰기', '고객', '개인', '개인정보', '정보', '생각', '불쾌']",0
2021-03-02,야호! 신나는 다이어트!,5,야호 신나는 다이어트,['다이어트'],1
2021-03-02,식빵을시켰더니 누가 뜯어서 한개 빼먹고 보냄 따졌더니 환불과 사과는 받았지만 책임은 누구에게 있는지 알수없다함 배송사가 문제면 책임자에게 사과받고 싶다했으나 정확한 원인을 파악못함 이게 맞냐? 진심으로 더러워서 (비위생적) 안씀,1,식빵을시켰더니 누가 뜯어서 한개 빼먹고 보냄 따졌더니 환불과 사과는 받았지만 책임은 누구에게 있는지 알수없다함 배송사가 문제면 책임자에게 사과받고 싶다했으나 정확한 원인을 파악못함 이게 맞냐 진심으로 더러워서 비위생적 안씀,"['식빵', '환불', '사과', '책임', '배송', '배송사가', '사가', '문제', '문제면', '책임자', '정확', '원인', '파악', '파악못', '진심', '위생적']",0
2021-03-02,좋아요,5,좋아요,[],1
2021-03-02,저렴하고 음식도 빠르게 받을 수 있어서 진짜 좋아요.,4,저렴하고 음식도 빠르게 받을 수 있어서 진짜 좋아요,['음식'],1
