name,ratings,date,title,comment
ellie park73,4,2016-04-12,마켓컬리 앱이 생겨서 좋습니다.,동생땜에 알게되었는데 앱까지 생기고 쇼핑이 편해졌네요.  기대됩니다. 쇼핑하러 자주 들릴께요
olive715555,4,2016-04-18,워킹맘에게 필수어플!!,퇴근후 장보는 시간을 아이들과 보내는 시간으로 바꿔준 고마운 마켓컬리!! 이제는 앱을깔고 출퇴근시간에 마켓컬리에서 장을 보니 너무나 편리합니다. 워킹맘에게 필수입니다~~!^^
ysys999,5,2016-04-21,마켓컬리좋아요~~,저번에 과자 잔뜩 시켜먹었는데 넘 좋아요ㅎㅎ 마켓컬리에서 사는 건 안심하고 먹어도 되겠다는 생각이 들었어요!
용량좀..,3,2017-04-28,1:1문의에서 주문번호 조회 안됨,1:1문의에서 주문번호 조회도안되고 심지어 그냥 치려고해도 키보드도 안뜨네요 키보드를 열어도 아무리눌러도 안써져요
ttouillee,5,2017-09-05,넘좋아요,고르기도 편하고
pumuckll,5,2016-03-02,드디어 앱으로!!!,반가운 앱출시 소식에 바로 다운 받았어요! 신속한 배송과 질높은 식재료에 값 또한 굿굿!!! 강추해요~
Banillab7,5,2016-03-02,넘 좋아요!,애정하는 마켓컬리~~ 앱 나와서 넘넘 좋아요! 아가 이유식꺼리는 무조건 마켓컬리에서 ㅎㅎ 샛별배송 사랑합니다.. :)
69431272,5,2016-03-02,강추합니다 사랑해요 컬리,아 정말 신선도 가격 배송 서비스 모두 단연 최고에요 사랑합니다!
마켓컬리단골*,4,2016-03-09,편리하고 좋아요!,마켓컬리를 어플로도 이용할 수 있어서 좋아요~
아하루a,5,2016-03-13,앱이 나왔네요,평소에 자주 구매를했었는데 이젠 앱으로 더 편하게 구매가 가능할 것 같네요!
송구리당당송당당,5,2016-04-11,기대되는 어플,입소문 듣고 다운로드 받았어요
애미님,5,2016-04-15,순식간에 장보기 가능,"마켓컬리 샛별배송 사랑하는데,"
달콤한선미씨,5,2016-04-29,컬리는 신선함.,어쩜 산타의 선물 받는 기분??!!이른 아침 문을 열었을때 다소곳이 선물이 배달되어 있어요^^신선함이 배어 있는 컬리!!완전 사랑해요.
ldeartist,4,2016-12-06,인터넷에서 자꾸 오류나서 앱깔았어요,인터넷도 개선 좀 부탁 드려요
마마일은중천공,1,2016-12-21,결제 후 앱이 크러쉬 납니다,신용카드 결제 시 결제 앱을 별도로 실행해서 결제 진행하고 다시 마켓컬리로 돌아오면 앱이 종료되면서 결제 완료가 되지 않습니다. ios 10.1.1 입니다. 내일아침 필요한거 살라고 하는데 결제가 안되서 못사고 있어요 휴.
꿀잼 프린세스,5,2016-03-02,굳굳!,홈페이지와 같이 깔끔한 보라보라한 느낌으로 앱도 보기 좋고 이제 폰으로 주문이 가능해서 넘 좋아요
rimbo98,5,2016-03-04,무한 신뢰하게 되는 감각적인 브랜드 마켓컬리~,무한 신뢰하게 되는 감각적인 브랜드 마켓컬리의 앱 런칭을 진심으로 축하드립니다. ^^
George_dy,3,2016-03-07,마켓컬리 앱 좋아요,앱으로 주문할수있어서 좋은데 서버증축하셔야될거같아요. 너무 느려서 결제하기까지 너무 힘드네요.
ㅁㄴ가르류나,5,2016-03-10,서비스 좋아요,배송 빠르고 집앞에 놓고가면서 사진도 남겨주고~ 너무 좋아요^^ 자주이용할듯
Lsy33,5,2016-03-17,마켓컬리는 엄마를 춤추게 합니다^^,마켓컬리 앱이
해피애플,5,2016-03-23,마음에 들어요 :),쉽게 만나보기 힘든 좋은 상품들을 소개해줍니다.
imthePIA,5,2016-04-16,👍🏻 마켓컬리 마켓컬리 하는 이유가 있었군요,두 엄지가 척 올라갑니다.
캣츠앤시티,5,2016-04-25,편하게 장볼 수 있어서 너무 좋아요!,마켓컬리 제품 구입해 본 후에 리뷰 남깁니다.
YS ㅇㅅ,2,2016-07-23,앱 기능을 못하네요,자꾸 먹통이 되요. 그냥 모바일 웹에서 주문합니다.
MoonsReview,3,2017-01-23,앱은 너무 대충 만들었네요,서비스 자체는 좋은데 앱은 그냥 웹사이트를 엡으로 묶어놓은 형식... 이럴려면 뭐하러 앱을 만드셨어요...
컬리러버,5,2016-03-02,모두에게 추천합니다!,"마켓컬리 초창기부터 쭉 애용했는데, 안그래도 편한 마켓컬리가 앱이 생겨 더욱 편리해졌어요."
MinAhn,5,2016-03-02,기다렸어요~!!!,컬리앱 나오기를..ㅎㅎ
조연희조연희,5,2016-03-03,드디어 어플이!,항상 마켓컬리 웹으로만 장 봤었는데
Cloe1135mel,2,2016-03-04,앱받고 바로 로그인 했는데 로그인이 안되요 ㅠㅠ,마켓컬리 앱으로 편하게 장볼랬는데 로그인이 안되요 로그인 화면이 안떠요 조금씩 좋아지길 바래요 오늘은 그냥 pc버전으로 샤핑!
혀렿료료효,5,2016-03-30,신선하고 좋은 제품들이 문앞에ㅎㅎ 순식간에 도착하네요,"설마설마했는데 밤 11시까지 주문했더니 한치도 늦지않은 7시에 정시에 문앞에 배송됩니다. 포장부터 제품의 질, 제품 라인업까지 맘에 들지 않은 구석이 없네요."
hayul_gomg,4,2016-04-10,신랑이랑 탱고하다발견,해외있는 신랑이랑 탱고로 통화하다가 발견한 앱 이열~~ 너무 조아용~ 우리아가 조은 음식맛난걸로만 ㅋㅋ
2P20N0SC,4,2016-04-15,굿굿,굿굿이네여 다양한먹거리들 모아두어서 지방이지만 이용할수있는게넘 좋습니다 ;)
웃어요 웃어요,5,2016-04-27,마켓컬리의 성장이 뿌듯하네요,컬리와 함께한 시간들
이알알이,5,2016-04-28,만족합니다,좋은 제품을 합리적인 가격에 구매할 수 있어서 만족합니다.
Macximuce,2,2016-07-29,앱이 먹통이예요 ㅜㅜ,예전에는 안그랬는데 여즘 계속 먹통입니다.. 도무지 모바일로 뭘 살수가 없어요 ㅜㅜ 고쳐주세여 흑
컬리쇼핑애호가,4,2016-03-02,반갑지만 느려요!,기다렸어요! 속도문제만 해결되면 앞으로 앱으로 쇼핑해야겠어요.
lorospax,5,2016-03-04,주 3회는 이용하는 곳인데 앱이 생겨서 반갑네요.,그동안 피시와 모바일로 주문했었는데 앱이 출시되어서 더욱 편하게 주문 가능해져서 좋아요.
엔귤,1,2016-03-11,엥 이게왜??,이앱 평이 왜이렇게 좋아요?? 계속흰 페이지만 뜨고 느리고..답답해서 못쓰겠는데 평가가 다 별다섯개네...;;그냥 pc웹써야할듯
그낭아는여자,5,2016-03-23,진짜좋아영,저 직장녀라 바쁘구 장보러 갈시간도 없는데 아 진짜 너무좋아요어어
Yuikisnow,4,2016-04-21,건강까지 생각하는 편리하고 고급진 마켓컬리 배달서비스,이런 서비스 처음이예요 :)
크미흐미뿌,5,2016-04-22,아 너무 좋아요,오월의종같은 유명점포 많이 섭외해서 소개해주세요~~~
스말피,1,2016-07-27,먹통이에요,주문을 할 수가 없어요
보라보라보라보라,1,2016-12-23,업데이트하고 이상해요,업데이트하니 이상해졌네요.
강짱마미,1,2017-09-05,로그인도 안되고,주문내역 보려니 로그인도 안되어있고
얍!!!!!!!!!!!!,5,2017-09-08,좋아요.,화면이 깔끔해져서 상품 고르기도 좋고 앱 속도도 빨라진것 같아요!
inmaybsj,5,2016-02-20,완전사랑하는마켓컬리,마침내앱이나왔네요
타이티팜팜,4,2016-03-02,컬리사랑,컬리 앱 완전 편하네요
jylee2292,5,2016-03-02,생활필수앱!!,바쁜 워킹맘에게 생필앱!! 완전 사랑해요~
Dasaer,1,2016-03-04,앱 정말 못쓰겠네요,이용 불가 할 정도로 느리고 메뉴도 한정되어있네요. 너무 성급하게 런칭하신듯...
niangzi81,4,2016-03-08,너무 불편,왠만하면 안남기려고했는데 너무 짜증나서 남김
uadafaubakf,5,2016-04-19,품질이 좋아요,양송이 시켰는데 단단탱탱한거 보고 깜짝;;;
GraceAnneChoi,5,2016-04-22,좋아요!!,좋은 상품이 많아서 자주 애용해야겠어요^^
Yjㅎㅎ호ㅓ,5,2016-04-29,쭉 함께해요 마켓컬리!,다양한 상품군을 아침에 바로 받아볼 수 있어서 정말 좋아요 :)
사용하기불편,1,2016-09-02,시스템굿 앱최악,아니 개선 안하세요?
Jessie1029384746,1,2017-04-26,유료앱이였나요?,무료앱인줄알았는데 설치하자마자 바로 1달러 결제 되네요. 좀 짜증납니다.
YYJ0345,2,2016-03-04,앱 테스트 안하시나요?,버퍼링 완전 심한데... 주문하려다 속터질듯..
Jyjyioi,1,2016-03-08,앱 발매 이후,앱 발매 이후 현저히 느려진 속도.
까만선글라스,3,2016-03-20,마켓 컬리 좋네요~,다운 받은 직후라 어플의 유용성을
J1234-,5,2016-04-28,좋아요!!,앞으로 자주 애용해야겠어요:)
컬리좋아요,3,2016-07-11,앱 먹통증상,앱에 잘 안들어갑니다
엔비알,2,2016-07-24,너무 느려요,검색 한 번하면 화면 넘어가는데 한나절이네요 비엔나 사려다가 뒷목잡아요
ㅇㅇㅎㅁㅎ,5,2016-07-27,황당....,앱은 왜 만든건지 모르겠음 ;;;
쑤이~,1,2016-07-28,앱이 안되요,잘이용하고 있었는데 일주일전부터 안되네요 다시 깔아봐도 안되요
시간 가는줄 몰라요,1,2016-08-03,앱이 안돼여!!,화면이 먹통이네요. 이 어플 왜 만든건가요?  어플 다운받은 사람 화나게 할려구 만든건가요?
candyclick,5,2017-01-01,유료앱인가요?,왜 결제가 되는걸까요
박찬임,5,2016-03-02,마켓컬리가 없었던 시절에는...,제가 얼마나 고생하며 살았는지...
jamspace,4,2016-03-18,좋아요,"다 좋은데, 좀 느린게 흠이네요^^"
아쿠와콩,5,2016-06-24,제품들은 좋다.,배송도 빠르고
hyemi_P,1,2017-01-03,이거 왜 결제되나요?,무료 아닌가요?? 뭐죠?? 환불해주세요.
the dddddds,4,2017-01-14,구매내역 삭제 부탁드려요,폰 용량이 없어요 삭제 부탁드려요
땡삐발레리나,5,2017-03-10,구매내역 삭제 부탁드립니다!,구매내역 삭제 부탁드립니다!
acumen0315,1,2017-06-27,회원가입을 못하겠음,하나 칠때마다 팝업뜨면서 입력응 방해합니다
JoeyMijung,1,2017-07-06,좋아하는 마켓컬리 하지만 느린 앱,느려요 답답해서 가끔 pc로 봅니다
호놀롤로로,1,2017-07-09,아이디 비번 찾기 피씨에서만 가능,모바일로 사용하는데 피씨에서만 아이디 비번 찾기 가능
ki!?!,1,2017-07-19,회원가입을 할수가 없네요,회원가입하려는데 계속 팝업떠서 비번응 생성할수가 없네요 수정해주세요
레쎄,5,2016-03-03,느려도 너무 느린..ㅠㅠ,왜이리 느린거죠?ㅠㅠ
Starryyyyyy,1,2016-03-03,느리고 오류나는 건 저 뿐인가요?,어플 다운 받았는데
LATEFRAGMENT,5,2016-04-09,굿,사이트&앱 디자인 넘 이뻐요
톡197888,1,2016-04-10,다운 잦아요,보던 페이지 다시 들어가기 몇번인지
미영스,1,2016-05-15,감사합니다.,원래 제가 저혈압인데요..
Spandy93,1,2016-07-25,먹통이 돼요,아이폰 6인데 자꾸 먹통이 돼요
lethe27,2,2016-07-29,앱 빈화면,메뉴 누르면 앱이 먹통..왜 안되죠?
권블루미,3,2016-08-03,구매내역 삭제 부탁드려요,구매내역 삭제 부탁드려요
Vert226,3,2017-01-22,구매목록 삭제,구매목록 삭제 부탁드립니다
7remons,1,2017-01-24,다운만 받았는데 왜 결제가 되죠?!,당황스럽네요.
다노한 나,1,2016-03-03,.,걍 웹으로 보겠습니다.
Ej041588,1,2016-03-09,너무 느려요,심하게 느려요 하다 자주 멈추고
xinshenger,1,2016-03-13,앱 최적화좀,넘 느려요ㅠㅠ
준플,5,2017-02-02,좋아요~,좋아요~
꾸리예,1,2017-02-28,구매목록 삭제해주세요,구매목록 삭제해주세요
보스 리스너,5,2021-04-08,1만원 할인해택,금액 해택부분과 타사업체와는 차별화된 음식제품 만족
노판다,1,2021-03-30,노동차 처우 개판 & 갑질,업계에서 유명하더군요.
심ㅅ심,1,2021-03-12,블랙리스트,일용직 노동자 블랙리스트 만들어 공유하고 취업 방해한 갑질 악덕 기업은 소비하고 싶지 않습니다. 제대로 된 처우 개선과 사과를 원합니다.
횽먐,1,2021-03-10,망해랏,여기가 그 일용직 노동자들한테 임금 제대로 안주고 안준다고 본사에 전화하면 블랙리스트 올리고 노동자 채용 대행 업체에 블랙리스트 전달하고 채용 안되게 하는 갑질 오지게 하는 기업인가용 ?!? 미쵸따 ~
lastoutlaw03,1,2021-03-09,여기가 노동자들 블랙으로 찍어내어 쫒아낸다는,블랙 기업 마켓컬리가 맞나요?
염유화,1,2021-03-07,느그는블랙리스트랑 사셔,난 몇천원 적립금도 안아깝고
naheul,5,2021-01-16,이제 샛별배송 없어지나요..,기사 보니까 정부에서 2월달부터 쿠팡로켓배송 마켓컬리 새벽배송 규제한다고 하더라고요.. 마켓컬리 엄청 편했는데..
hamsterules,5,2019-04-07,너무 좋아요!,다른 곳에는 안 파는 상품을 구매할 수 있어서 좋아요
rouser21,5,2016-04-29,정말 소중한 사람에게만 추천하고픈 비밀앱 ??,❤️직딩녀를 부지런한 요리천재로 만들어주는 앱!
minimin's,3,2016-05-07,구매내역삭제해주세요,구매내역삭제해주세요
정체리,3,2016-05-22,좋은건 알겠는데 리뷰가 다 블로거말투,어휴 극혐
쨉쨉,5,2016-09-13,구매목록삭제 요청드립니다.,구매목록삭제 요청드립니다.
Min152,4,2017-02-17,구매내역삭제부탁드려요,구매내역삭제부탁드려요
윰꽥꽥,5,2017-03-02,[추천: yummahee] 워낙 유명한 마켓컬리,이전 창업스토리부터 관심을 가졌던 마켓컬리! 비쌀거란 편견에 가입은 안하고 있었는데 시중마켓보다도 저렴한 물건이 많네요^^ 앞으로 집밥의여왕이 되어보겠어요!!
장타르,1,2017-05-26,무슨 앱이 이렇게 느려터졌냨ㅋㅋㅋ,아닠ㅋㅋㅋ 서버를 어떤걸 쓰길래 이렇게 느려터짐? 개발을 발로한듯??
주말오렌지,1,2017-11-20,비추,신규회원 이벤트는 다 품절이랍시고 다 막아놓고
sweetcreams,5,2018-02-06,마켓컬리의 컬리어답터:),회원가입시 추천인 ID: snowcream
Subinfine,5,2018-06-05,추천인 - subinfine😇😇,신선한 음식과 빠른배송 마켓컬리 너무 좋아요!!
aymuiii,5,2016-04-11,방금 배송 왓어요!,지금 시각 새벽 2시 반을 향해 달려가네요!
린하922,5,2016-04-12,요즘 애용하고 있는 마켓컬리,"직장인이면서 채식을 하는 중이라 유기농,무농약,친환경 제품을 구입하는 것은 꽤나 번거로운 일입니다. 컬리자체의 샛별배송 시스템을 통해 여러 카테고리의 식재료와 식료품을 한번에 구입할 수 있는 점이 무엇보다 마음에 들었고 상세정보에 함량,원료,원료의비율,원료의 원산지등 모든 것이 꼼꼼하게 적혀있어서 요새 컬리를 통해 한동안 먹지 않았던 빵을 다시 먹게 되었습니다. 또 무엇보다 서울의 유명제과의 빵을 전국에서도 먹을 수 있으니 더욱이 좋다고 생각합니다~"
컬리중독,4,2016-04-13,추카해요,드뎌 컬리앱이 생겼네요 외출시 편리하게 주문할수있어 편하게생겼네요 앞으로도 번창하시고 이벤트도  마니마니  해주세용~
Yuuummmjjjing,5,2016-04-19,강추요!!,앱 뿐만 아니라 생올리브 찾다가 알게된 샵인데 홈페이지처럼 앱 디자인도 꼼꼼 깔끔하네요. 어제밤 주문해 광속 배송 받았습니다. 널리 사람들 알게됨 배송과 품질 가격 나빠질까봐 걱정도 되지만 더 고퀄될수도 있지 않을까 싶네요!
wickedwifesee,5,2016-04-19,요리하는 가정주부를 위한 궁극의 온라인시장,"평범한 직장인 가정주부지만 요리하는 거 좋아해서 르꼬르동블루 다니는 요리 마니아예요. 최근 꽃, 침구 같은 서브스크립션 서비스 많이 써보면서 컬리의 명성은 주변 분들에게 많이 들었는데..아무래도 장은 직접 보는 게 좋다는 생각에 한번도 컬리 사용해본적 없었거든요. 그런데 엊그제 우연히, 정말 우연히 접속했다가 머리를 꽝 맞은 듯한 충격을 받았습니다. 컬리는 대기업에서 아무리 비슷한 모델을 흉내낸다고 해도 따라할 수 없는 요리 좋아하는 사람을 위한 성지같은 곳이예요. 장점을 적어보자면 하나, 필요한 품목을 사기 위해 수십 가지 제품 중 하나를 고르는 결정장애 고통이 없는 곳입니다. 소고기는 본앤브래드, 빵은 오월의종과 라몽떼, 무농약 양파, 버섯 모둠, 이렇게 정말 엄선한 품목만 있어서 그냥 그걸 사면 돼요. 양파 하나 사고 싶은데 1개짜리 김철수 농부 양파부터 1봉지 김영숙 농부 양파까지 30~50개 품목이 있는 대형마트 몰은 정말 머리가 지끈지끈 아파오거든요. 둘째, 매일매일 장보는 즐거움을 줘요. 평소에 장보는 거 좋아하긴 하지만, 퇴근길에 백화점이나 동네 마트에 들러 장을 보고 오면 길은 막히고, 사람들은 많고 정말 살이 쏙 빠지는 기분이거든요. 근데 컬리는 고르면 그 다음날 새벽에 오잖아요. 2~3일 걸려서 요리 의욕이 다 사라져버리는 마트 배송과 완전 다른 거 같아요. 전 금호동 사는데 아침 6시에 제품 오는 거 보고 기절했다는… 일주일치 장 볼 필요없이 퇴근하고 저녁 먹고 씻고 내일 아침과 저녁에 먹을 몇가지 재료만 사면 되니까, 냉장고에 뭐 있는지 기억하기도 너무 편해요. 방금도 장을 봤는데 아침에 먹을 라몽떼 브리오슈랑 블루베리 한팩과 저녁에 먹을 샐러드용 버터레터스 한 개, 내일 모레쯤이면 양파가 떨어질테니 양파를 사고 저녁에 구울 메로 2팩 정도 사면 되겠네, 이런 그림이 그려져요. 평소 이탈리안 파슬리, 고수, 딜 이런 거 엄청 많이 쓰는데 매번 성수동 이마트 굳이 주차하고 기다리며 그거 하나 사오기가 참 피곤했는데… 컬리는 허브 라인업도 좋아요. 종류가 더 많아지지 않으면 좋겠어요. 이대로가 좋아요. 번창하세요. 애플 아이디는 yannc@naver.com입니다."
방돔,5,2016-04-21,아침 점심 저녁 컬리해요!!!!,"주말 브런치재료부터 손님상차림까지, 건강한 소세지도 만날 수 있구요 내 텃밭에서 기른 것보다 더 건강하고 싱싱한 유기농 야채가 새벽에 집앞으로 딱! 컬리 없을땐 뭘 먹었는지 모르겠네요! 건강한 장보기를 넘어 하나의 문화로! 사랑해요 컬리!"
벼리벼리아마도,4,2016-04-21,"마켓컬리, 새로운 세계 🙈🎵","와우, 말로만 듣던 좋은 식자재들이"
akaeric3046,5,2016-04-23,우리집 식탁에서 근사한 홈쿡을!,"집에서 홈쿡을 즐기는 신혼부부에요. 이전에는 유명한 식재료 찾아서 강남, 이태원, 연남동 구석구석을 찾아가 고메버터, 치즈, 스프레드, 잼, 맛난 베이커리들을 사오곤 했었는데 제가 아기를 갖게 되면서 여기저기 다니기가 힘들어 졌었거든요. 동네 마트만 가다보니 너무 메뉴가 한정적이 되고 어쩌다 손님들 와도 필요한 소스나 재료들이 없으니 아쉽더라구요. 그러다 우연히 마켓컬리를 알게되서 정말 애용하고 됐어요. 식재료나 식료품 뿐만 아니라 몇 가지 완제품들을 구매할 수 있는 것도 너무 만족스러워요. 특히 벽제갈비랑 비스테카! 최고에요. 앱 론치하면서 좀 더 자주 들르게 되서 품절상품 입고된 소식도 더 빠르게 알고 타임세일도 놓치지 않아서 좋네요. 추천합니다👍🏻"
헬로잉 키티,5,2016-04-24,샛별배송시스템 정말 편해요~,"페북에서 보고 어플설치하면서 알게된 마켓컬리!!! 바로 주문해보았더니 새벽에 배송되는 신기한 시스템이였어요~~~상품하나하나 신선을 지키기 위해 꼼꼼하게 포장되어서 오니 자꾸 주문할수 밖에 없더라고요! 신선한 채소,육류를 이제 직접 장에 가지 않고 집에서 배송받을 수 있게 되어서 이제 우리집밥상은 컬리 입니다! 티라미슈와 베이커리 빵등 디저트도 컬리가 최고이지 말입니다..^^*"
김동구리맘,4,2016-04-26,심잠이 콩닥콩닥,얼마전 고교동창 페북에 뜬 마켓컬리를 보고 한번 들어가 구경이나 해보자 했다. 그런데 왠일~~~ 평소 내가 즐겨 장보던 품목들이 쭈욱. 심장이 콩다콩닥.
denovo92,5,2016-03-02,컬리는 생활의 일부죠!,주로 휴대폰으로 퇴근길에 주문하고 아침에 받아보는 마켓컬리. 보라색 컬리 아이스팩은 반가움이예요. 편리한 마켓컬리앱은 더더더 반갑네요!! 컬리는 믿고 먹을 수 있는 전국. 세계 곳곳의 핫한 맛거리들을 편하고 저렴하게 구매할 수 있어 좋아요. 불편이나 건의사항에 대한 피드백도 만족+총알이고요. 제가 좋아하는 적립금과 쿠폰도 후한 편이죠. 컬리를 만난 후부터 냉장고도 깔끔. 두 손 가득. 냉장고 가득. 장 보러 가지 않아도 되요! 그때그때 잠들기 전 주문. 아침에 짠. 마켓컬리 최고예요!
lshm,5,2016-03-05,내사랑 마켓컬리,"매일 아침과 점심, 그리고 저녁을 함께하는 내 사랑 컬리!!"
inmyoz,5,2016-03-07,너무나 반가운 컬리마켓 앱 런칭!,"신선한 채소부터 해외 식료품, 트렌디한 유명 베이커리까지 양질의 재료를 소량으로 주문할 수 있고 출근 전 아침배송까지 받을 수 있어서 넘 매력적인 컬리마켓! 특히 치즈나 오일, 허브종류 채소를 일반 쇼핑몰에서 맘에 드는 걸 사기가 어려웠는데 컬리에서 한번에 고르고 주문할 수 있어서 좋아요. 그동안 모바일웹으로 봤는데 앱 런칭하니 정말 반갑고 편리하네요. 모바일앱 런칭기념 쿠폰 받아서 찜해뒀던 상품들 가득 주문했습니다.^^"
마야80,4,2016-03-08,마켓컬리 첫 가입 & 첫 구매.,"지인 추천으로 오늘 가입 & 첫 구매까지 하였어요. 앱을 이용하였는데, 장바구니에 담아둔 것들이 싹 사라져 조금 당황하기도 했고요, 무엇보다도 속도가 느려 애를 먹었어요. 겨우 주문 완료하였습니다. 점차 개선될 것이라 기대해요. 첫 구매분이 어떻게 올지, 두근두근합니다. ㅎ"
까탈엄마쉽게장보기,5,2016-03-17,퀄리티 좋아서 걱정 안하고 시킵니다!,"다른 쇼핑은 다 앱으로 해도 먹거리만큼은 직접 고르며 사야 실패도 없고 마음이 놓였거든요. 유기농에 신선도는 기본, 과일도 직접 향을 맡아 보고 사는 까다로운 엄마에요. 퀄리티 보장되는 모바일 그로서리가 없다보니 초록*을, 킴*클럽을 직접 다니며 장보기에 시간과 노력을 많이 써야했어요ㅠ 지인에게 마켓컬리를 소개받고 한번 시켜봤는데 퀄리티와 배송서비스에 만족!! 불안한 마음 없이 시켜먹을 수 있다는게 가장 만족스러워요!! 컬리패스 주저없이 결제하려고요~ 신선한 재료 그때그때 시켜먹을 생각에 평일에 장보러 못가는 워킹맘인 저 너무 신이 납니다~"
greenj15,5,2016-03-23,나의 인생앱,혼자 아기보면서 장보는거 힘들하는거 보면서 친정엄마 소개로 알게됬어요. 아기꺼는 유기농으로 사서 멀리까지 장보러 다녔는데...마켓컬리 알고 나서는 침대에 누워서 장보고 다음날 아침 현관문 앞에 놓여있으니 이렇게 편하고 좋을 수가 없어요❤️ 기저귀가 ㅋㅍ이라면 식자재는 마켓컬리!! 사랑해요 평생 함께하고파요🙆🏻🙆🏻
쟈느님,5,2016-03-25,우연히 알게된 마켓컬리,이번 달부터 살림을 직접 하게되어 여기저기 온라인 손품을 팔던 중 우연히 알게됐어요.
꾸모모,5,2016-03-25,애정하는 마켓컬리!!,사이트에서 구매하며
컬리와 계란찜,5,2016-03-27,긴말이 필요없는 컬리,엄선된 제품
heureuse77,5,2016-03-29,워킹맘의 이유식 만들기에 최고인 어플,아기 이유식 만들때 신선한 야채나 고기 등 필요한 장을 보려면 주로 백화점 식품관에서 쇼핑했었는데 워킹맘에겐 장 볼 시간도 넉넉하지 않잖아요? 마켓컬리의 샛별배송으로 급하게 필요한 식재료들까지 신선하고 편리하게 받아보고 있어요!
ㅋㅋㅋ빵빵,5,2016-03-02,마켓컬리 없이 못사는 요즘👍👍👍,매일 출근하면 컬리 사이트 보는게 일과였던 요즘~~ㅎㅎ 앱 출시로 더 가까이 접하게 되어 기쁩니당^^ 저처럼 맞벌이 신혼부부에겐 최고의 사이트~~ 신랑도 컬리에서 주문하는건 다 좋아해요!! 널리널리 번창하시되 지금처럼 하이퀄리티와 합리적인 가격 계속 유지해주세요💖💖👏👏👏
jinnykim71,1,2016-03-02,나온건 다행이나...,"시행착오가 있을듯은 하나,"
yours1225,5,2016-03-02,기다렸어요!!!,드뎌 컬리앱이 나왔네요
nicemagazine,5,2016-03-02,예뻐지고 건강해지는 어플!,처음 런칭했을 때가 신혼 초였는데요. 7개월 된 아기 엄마가 된 지금까지 참새 방앗간처럼 방문하는 곳입니다. 우선 여기서 구입하면 품질을 믿을 수 있어서 안심이 돼요. 신랑이 여긴 어떤 곳이냐고 묻길래 식품계의 쿠팡이라고^^ 쿠팡에 로켓배송이 있다면 마켓컬리엔 샛별배송이 있다고 설명했어요. 깐깐한 아기 엄마는 거짓말 안 합니다. 믿고 무조건 받아놓으세요! 마켓컬리 없을 땐 어떻게 살았지 싶으실 겁니다!
SJM0222,5,2016-03-02,마아아켓 컬릿!!!!!,드디어 앱출시 하셨네요!! 빠른 직배송 물건도 짱좋아요~~ 올겨울 마켓컬리로 고구마 실컷먹었네요!!! 건승하세요 화이팅!!
헌나라의성인,5,2021-04-12,짱짱,간편하고 좋아요.
Yellowribborn,5,2021-04-12,빠르고 안전한 배송이 좋아요,감사합니다
